sentence,tags,lem
قال له : يا ولدي ، ان شاء الله حصلت غريم ابوك ؟,verb prep punc part_voc noun punc conj_sub verb noun_prop verb noun noun punc,قال لِ : يا لَدَى ، أَنَّ شاء اللَّه حَصَل غَرِيم أَب ؟
قال له : نعم افندم ، هذا العرفج جابه عمي إبراهيم .,verb prep punc interj noun_prop punc pron_dem noun_prop verb noun noun_prop punc,قال لِ : نَعَم أَفَنْدِم ، هٰذا العرفج جاب عَمّ إِبْراهِيم .
وكان ، يا ساده ، جمال الدين بعد ان تفرقت الكتب ، سار لاسكندريه ضبط المركب الذي جاء به البب صفرين من رومة المداين ، وقتل البطارقه الذي فيه والقبطان ، وسلم المركب الى البطرني ¤ ورجع لمصر ، واخبره السعيد بالعرفج .,verb punc part_voc noun_prop punc noun_prop noun noun conj_sub verb noun punc verb adj noun noun pron_rel verb prep verb noun prep noun_prop noun_prop punc verb noun pron_rel prep noun punc verb noun prep noun_prop punc verb noun_prop punc verb adj noun_prop punc,كان ، يا سَيِّد ، جَمال دِين بُعْد أَنَّ تَفَرَّق كِتاب ، سار إِسْكَنْدَرِيّ ضَبْط مَرْكَب الَّذِي جاء بِ لَبَّب صِفْر مِن رُوما المداين ، قَتَل بِطْرِيق الَّذِي فِي قُبْطان ، سَلَّم مَرْكَب إِلَى البطرني ¤ رَجَع مِصْر ، أَخْبَر سَعِيد بالعرفج .
فقال جمال الدين الى إبراهيم : اين اجتمعت بالعرفج ؟,verb noun_prop noun prep noun_prop punc adv_interrog verb noun_prop punc,قال جَمال دِين إِلَى إِبْراهِيم : أَيْنَ ٱِجْتَمَع بالعرفج ؟
قال له : بوادي التيه .,verb prep punc noun noun punc,قال لِ : وادِي آلَة .
قال : خذوا ذلك الكافر لتربة النصارى .,verb punc verb pron_dem noun noun noun_prop punc,قال : أَخَذ ذٰلِكَ كافِر تُرْبَة نَصْرانِيّ .
ونزل جمال الدين من الديوان الى الجمليه ، تبدل بصفات راهب سواح ، وسار الى ان وصل لوادي التيه .,verb noun_prop noun prep noun prep noun_prop punc verb noun noun noun punc verb prep conj_sub verb noun noun punc,نَزَل جَمال دِين مِن دِيوان إِلَى الجمليه ، بَدَّل صِفَة راهِب سَوّاح ، راوَنْد إِلَى أَنَّ وَصَل وادِي آلَة .
وكان بجانب ذلك الوادي دير يقال له دير الطود ، فيه بترك يقال له مخلب طود ، ومن قريب العهد ذلك البترك ميت ، ومتخلف بترك غيره اسمه عبد المسيح .,verb noun pron_dem noun noun verb prep noun noun punc prep noun verb prep noun noun punc prep adj noun pron_dem noun noun punc noun noun noun noun noun_prop noun_prop punc,كان جانِب ذٰلِكَ وادِي دَيْر قال لِ دَيْر طَوْد ، فِي تَرْك قال لِ مِخْلَب طَوْد ، مِن قَرِيب عَهْد ذٰلِكَ بَتْرَك مَيِّت ، مُتَخَلِّف تَرْك غَيْر ٱِسْم عَبْد مَسِيح .
وكان العرفج ابن ذميم الجوني صاحب ذلك البترك .,verb noun_prop noun_prop adj noun_prop noun pron_dem noun punc,كان العرفج ٱِبْن ذَمِيم الجوني صاحِب ذٰلِكَ بَتْرَك .
فسار جمال الدين لذلك الدير ، دخل لاقوا له ، فقرا لهم قداس ، فقبلوا يديه ، وقالوا له : ابونا شرفتنا ، من اين والى اين ؟,verb noun_prop noun pron_dem noun punc verb verb prep punc verb prep noun punc verb noun punc verb prep punc noun verb punc prep adv_interrog prep adv_interrog punc,راوَنْد جَمال دِين ذٰلِكَ دَيْر ، دَخَل لاقَى لِ ، قَرَأ لِ قُدّاس ، قَبِل يَد ، قال لِ : أَب شَرَّف ، مِن أَيْنَ إِلَى أَيْنَ ؟
قال لهم : فلاييني داير على العرفج ، لانه راح لمصر خلص جوان وقتل المقدم سعد الدين الرصافي ، واخذ رين المسلمين .,verb prep punc noun_prop noun_prop prep noun_prop punc conj_sub verb noun_prop verb noun_prop verb noun noun_prop noun noun_prop punc verb noun_prop adj punc,قال لِ : فلاييني داير عَلَى العرفج ، أَنَّ راح مِصْر خَلَص جُوان قَتَل مُقَدَّم سَعْد دِين الرصافي ، أَخَذ رين مُسْلِم .
وابن الرين فرق السراقين * وسلطانهم شويحات * بالتفتيش على الديوره ، وامرهم اي دير وجدتوا ابي فيه اهدموه واقتلوا اهله .,noun noun_prop noun noun punc noun_prop noun_prop punc noun prep noun_prop punc noun noun_quant noun noun_prop noun_prop prep noun_prop noun_prop noun punc,ٱِبْن الرين فِرْقَة سَرّاق * سُلْطان شويحات * تَفْتِيش عَلَى الديوره ، أَمَرّ أَيّ دَيْر وجدتوا أَبِي فِي اهدموه واقتلوا أَهْل .
فلما سمعت ، فلايني ، فما هان علي ، طلعت ادور على الديوره حتى اشوف رين المسلمين اين هو ، حتى نمتره ونخفي خبره .,conj verb punc noun_prop punc part_neg verb prep punc verb verb prep noun_prop prep verb noun_prop adj adv_interrog pron punc prep verb verb noun punc,لَمّا سَمِع ، فلايني ، ما هان عَلَى ، طَلَع دار عَلَى الديوره حَتَّى شاف رين مُسْلِم أَيْنَ هُوَ ، حَتَّى ٱِمْتَرَى أَخْفَى خَبَر .
فصرخوا الرهبان : المسيح ، يا ابونا ، يطول لنا عمرك .,verb noun punc noun_prop punc part_voc noun punc verb prep noun punc,صَرَخ راهِب : مَسِيح ، يا أَب ، طال لِ عُمْر .
من مضية كم يوم جاء العرفج وجوان ومعهم رين المسلمين ، وجوان امر العرفج ان يمنتر الرين ، ما رضي .,prep noun pron_rel noun verb noun_prop noun_prop prep noun_prop adj punc noun_prop noun noun_prop conj_sub noun_prop noun_prop punc pron_rel verb punc,مِن مُضِيّ كَم يَوْم جاء العرفج جُوان مَع رين مُسْلِم ، جُوان أَمْر العرفج أَنَّ يمنتر الرين ، ما رَضِي .
فراح جوان زعلان والعرفج طلع يربط الطريق ، وما عدنا شفناه .,verb noun_prop noun noun_prop verb verb noun punc pron_rel verb verb punc,راح جُوان زَعِل والعرفج طَلَع رَبَط طَرِيق ، ما عاد شاف .
فقال لهم جمال الدين : فلاييني ، والان اين رين المسلمين ؟,verb prep noun_prop noun punc noun_prop punc noun adv_interrog noun_prop adj punc,قال لِ جَمال دِين : فلاييني ، آن أَيْنَ رين مُسْلِم ؟
قالوا له : يا ابونا ، بذلك الطابق .,verb prep punc part_voc noun punc pron_dem noun punc,قال لِ : يا أَب ، ذٰلِكَ طابِق .
ودلوه على الحبس الذي فيه الملك .,verb prep noun pron_rel prep noun punc,دَلّ عَلَى حَبْس الَّذِي فِي مَلِك .
فقال لهم : فلاييني ، هذا ابقوه عندكم الى ان يحضر العرفج يمنتر كبيسه * بيده .,verb prep punc noun_prop punc pron_dem verb noun prep conj_sub verb noun_prop noun_prop noun punc noun punc,قال لِ : فلاييني ، هٰذا أَبْقَى عِنْد إِلَى أَنَّ حَضَر العرفج يمنتر بَيْسَة * يَد .
وصبر جمال الدين الي الليل ، بنجهم وذبحهم وخلص الملك .,noun noun_prop noun prep noun punc verb verb verb noun punc,صَبْر جَمال دِين إِلَى لَيْل ، بَنَّج ذَبَح خَلَص مَلِك .
فصرخ الملك : عفرم جمال الدين !,verb noun punc noun_prop noun_prop noun punc,صَرَخ مَلِك : عفرم جَمال دِين !
واخذوا من الدير ما خف حمله وغلي ثمنه ، وركبوا وساروا لمصر .,verb prep noun pron_rel verb noun verb noun punc verb verb noun_prop punc,أَخَذ مِن دَيْر ما خَفّ حَمْل غَلَى ثَمَن ، رَكَّب سار مِصْر .
وطلع السعيد واعيان مصر ، ولاقوا الى الملك ، وادخلوه بنهار يعد من الاعمار .,verb adj noun noun_prop punc verb prep noun punc verb noun_prop verb prep noun punc,طَلَع سَعِيد أَعْيان مِصْر ، لاقَى إِلَى مَلِك ، أَدْخَل نَهار عاد مِن إِعْمار .
واصل للديوان جلس على كرسيه ، وسلموا عليه الخاص والعام ، وهنوه بالسلامه وسالوه عن غيبته .,verb noun verb prep noun punc verb prep adj adj punc noun noun verb prep verb punc,واصَل دِيوان جَلَس عَلَى كُرْسِيّ ، سَلَّم عَلَى خاصّ عامّ ، هِنْو سَلامَة سَأَل عَن غَيَّب .
فاخبرهم بما جرى عليه ، وكيف كان خلاصه على يد جمال الدين .,verb pron_rel verb prep punc adv_interrog verb noun prep noun noun_prop noun punc,أَخْبَر ما جَرَى عَلَى ، كَيْفَ كان خَلاص عَلَى يَد جَمال دِين .
فصرخ قلوون : والله ، ما فيه مثلك جمال الدين بالدنيا بحظك بختك جمال الدين تعبتك قدام اسلام ، الله يطولتك على عمرك .,verb noun_prop punc noun_prop punc pron_rel prep noun noun_prop noun noun noun noun noun_prop noun noun_prop noun noun_prop punc noun_prop noun_prop prep noun punc,صَرَخ قلوون : اللَّه ، ما فِي مِثْل جَمال دِين دُنْيا حَظّ بَخْت جَمال دِين تعبتك قُدّام إِسْلام ، اللَّه يطولتك عَلَى عُمْر .
هذا والملك اطلق من فى الحبوس واصلح كل شور معكوس ، واقام يتعاطا الاحكام وصارت النياب الذى حضرت لاجل تتفرج على تقطيع جوان ترحل لبلادها ، وقالوا : افندم متى حصل جوان بقبضة يدك نكون بين يديك .,pron_dem noun verb prep prep noun verb noun verb adj punc verb noun_prop noun verb noun_prop pron_rel verb noun verb prep noun noun_prop verb noun punc verb punc noun_prop adv_rel verb noun_prop noun noun verb noun noun punc,هٰذا مَلِك أَطْلَق مِن فِي حَبْس صَلُح كُلّ شَوَّر مَعْكُوس ، أَقام يتعاطا حُكْم صار النياب الَّذِي حَضَر أَجْل تَفَرَّج عَلَى تَقْطِيع جُوان رَحَل بَلَد ، قال : أَفَنْدِم مَتَى حَصَل جُوان قَبْضَة يَد كان بَيِّن يَد .
فاخلع عليهم الملك ، وساروا لبلادهم .,verb prep noun punc verb noun punc,خَلَع عَلَى مَلِك ، سار بَلَد .
ومن الجمله هدير الرعود واولاد سيف الدين عرنوس ، واخذوا اخاهم صفرين وامه معهم ، الملكه الصفيره وضرتها عين الغزال ، وساروا لمدينة الرخام .,prep noun noun noun noun noun_prop noun noun punc verb noun noun noun prep punc noun noun_prop verb noun_prop noun_prop punc verb noun noun punc,مِن جُمْلَة هَدِير رَعْد وَلَد سَيْف دِين عِرْناس ، أَخَذ أَخ صِفْر أُمَّة مَع ، مَلِكَة الصفيره ضَرّ عَيْن غَزال ، سار مَدِينَة رُخام .
فلاقوا لهم المقيمين فى مدينة الرخام ، وادخلوهم بنهار يعد من الاعمار ، وانزلوا الحريم بحرم عرنوس ، والاموال وضعوها بالخزاين .,verb prep noun prep noun noun punc verb noun_prop verb prep noun punc verb noun noun noun punc noun verb noun_prop punc,لاقَى لِ مُقِيم فِي مَدِينَة رُخام ، أَدْخَل نَهار عاد مِن إِعْمار ، أَنْزَل حَرِيم حَرَم عِرْناس ، مال وَضَع بالخزاين .
